"Quantity","Error","Model","Mediators","Distance","Type"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0.00724637681159421,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
"CD",0,"o1 CoT",0,1,"Local"
"XY",0,"o1 CoT",6,3,"Global"
"XC",0,"o1 CoT",2,1,"Local"
"XD",0,"o1 CoT",3,2,"Local"
"CY",0,"o1 CoT",3,2,"Local"
"DY",0,"o1 CoT",2,1,"Local"
